id_venta,fecha,cliente,producto,categoria,cantidad,precio_unitario,descuento,total,ciudad,metodo_pago,canal,vendedor,estado
24,2025-05-25,Cliente_008,Webcam,Almacenamiento,7,1251.85,0.09,7974.28,Barranquilla,Tarjeta_Credito,App,Vendedor_031,Pendiente
25,2025-12-15,Cliente_008,Disco_SSD,Telefonia,7,1422.21,0.18,8163.49,Bucaramanga,Efectivo,Tienda,Vendedor_019,Pendiente
26,2025-07-26,Cliente_007,Audifonos,Computadores,8,1614.08,0.06,12137.88,Barranquilla,Tarjeta_Credito,Call_Center,Vendedor_044,Completada
27,2025-04-22,Cliente_002,Audifonos,Telefonia,2,1800.07,0.11,3204.12,Bogota,Tarjeta_Credito,App,Vendedor_029,Cancelada
28,2025-07-30,Cliente_007,Impresora,Impresion,4,1372.97,0.1,4942.69,Manizales,Tarjeta_Credito,Web,Vendedor_006,Pendiente
29,2025-12-04,Cliente_010,Disco_SSD,Impresion,4,1895.56,0.2,6065.79,Pereira,Tarjeta_Credito,App,Vendedor_033,Completada
30,2025-11-07,Cliente_007,Audifonos,Almacenamiento,5,1891.02,0.02,9266.0,Bogota,Efectivo,App,Vendedor_035,Pendiente
31,2025-10-25,Cliente_004,Audifonos,Almacenamiento,6,741.81,0.16,3738.72,Cali,Efectivo,Tienda,Vendedor_044,Cancelada
32,2025-08-20,Cliente_001,Impresora,Computadores,10,398.19,0.02,3902.26,Medellin,Tarjeta_Credito,Tienda,Vendedor_023,Cancelada
33,2025-04-25,Cliente_008,Audifonos,Telefonia,1,180.42,0.01,178.62,Barranquilla,Tarjeta_Credito,Web,Vendedor_005,Cancelada
34,2025-08-16,Cliente_009,Disco_SSD,Perifericos,6,1741.75,0.07,9718.97,Pereira,Tarjeta_Debito,App,Vendedor_033,Pendiente
35,2025-11-24,Cliente_003,Mouse,Impresion,6,732.71,0.11,3912.67,Medellin,Tarjeta_Credito,App,Vendedor_002,Pendiente
36,2025-06-11,Cliente_009,Tablet,Almacenamiento,7,1960.73,0.0,13725.11,Cartagena,Transferencia,Call_Center,Vendedor_027,Completada
37,2025-02-07,Cliente_006,Webcam,Impresion,7,355.87,0.11,2217.07,Cartagena,Tarjeta_Credito,Call_Center,Vendedor_003,Cancelada
38,2025-01-15,Cliente_001,Celular,Perifericos,2,43.99,0.13,76.54,Medellin,Efectivo,App,Vendedor_019,Completada
39,2025-02-21,Cliente_007,Teclado,Impresion,2,1448.01,0.09,2635.38,Cartagena,Efectivo,Tienda,Vendedor_018,Pendiente
40,2025-01-20,Cliente_007,Monitor,Impresion,7,136.21,0.1,858.12,Medellin,Tarjeta_Credito,Web,Vendedor_023,Completada
41,2025-11-13,Cliente_007,Tablet,Impresion,10,833.6,0.05,7919.2,Bogota,Tarjeta_Credito,Tienda,Vendedor_039,Completada
42,2025-05-31,Cliente_007,Webcam,Computadores,8,217.09,0.07,1615.15,Pereira,Efectivo,App,Vendedor_021,Pendiente
43,2025-09-20,Cliente_001,Celular,Almacenamiento,2,1264.89,0.06,2377.99,Bucaramanga,Efectivo,Web,Vendedor_034,Cancelada
44,2025-10-31,Cliente_001,Laptop,Almacenamiento,5,523.08,0.17,2170.78,Bogota,Tarjeta_Debito,Call_Center,Vendedor_040,Cancelada
45,2025-11-17,Cliente_003,Tablet,Almacenamiento,1,1061.74,0.15,902.48,Cartagena,Tarjeta_Credito,Call_Center,Vendedor_006,Completada
46,2025-08-03,Cliente_010,Laptop,Almacenamiento,6,1556.03,0.15,7935.75,Bogota,Transferencia,Web,Vendedor_013,Completada
47,2025-06-26,Cliente_006,Mouse,Telefonia,5,860.94,0.15,3659.0,Cartagena,Tarjeta_Credito,Tienda,Vendedor_007,Cancelada
48,2025-10-13,Cliente_004,Impresora,Impresion,4,1459.85,0.16,4905.1,Cartagena,Efectivo,Call_Center,Vendedor_040,Cancelada
49,2025-03-15,Cliente_002,Mouse,Impresion,4,828.22,0.05,3147.24,Barranquilla,Transferencia,Call_Center,Vendedor_039,Pendiente
50,2025-06-10,Cliente_007,Tablet,Impresion,10,439.61,0.14,3780.65,Barranquilla,Transferencia,Call_Center,Vendedor_035,Completada
51,2025-01-24,Cliente_004,Laptop,Almacenamiento,7,296.33,0.0,2074.31,Barranquilla,Efectivo,App,Vendedor_041,Cancelada
52,2025-12-31,Cliente_001,Disco_SSD,Almacenamiento,4,1641.78,0.07,6107.42,Pereira,Transferencia,Web,Vendedor_048,Pendiente
53,2025-01-12,Cliente_010,Laptop,Almacenamiento,8,1948.86,0.2,12472.7,Cali,Tarjeta_Credito,Web,Vendedor_015,Cancelada
54,2025-07-21,Cliente_001,Teclado,Almacenamiento,7,1971.54,0.04,13248.75,Bucaramanga,Tarjeta_Credito,Web,Vendedor_036,Pendiente
55,2025-07-07,Cliente_006,Webcam,Computadores,3,178.82,0.09,488.18,Bogota,Efectivo,Web,Vendedor_028,Completada
56,2025-05-11,Cliente_006,Mouse,Perifericos,5,759.58,0.18,3114.28,Bucaramanga,Transferencia,App,Vendedor_024,Cancelada
57,2025-05-01,Cliente_007,Laptop,Almacenamiento,5,923.11,0.18,3784.75,Bucaramanga,Efectivo,Tienda,Vendedor_017,Pendiente
58,2025-01-30,Cliente_004,Webcam,Perifericos,7,278.06,0.17,1615.53,Manizales,Tarjeta_Credito,Tienda,Vendedor_004,Completada
59,2025-03-27,Cliente_007,Disco_SSD,Computadores,6,1980.36,0.01,11763.34,Barranquilla,Tarjeta_Credito,App,Vendedor_006,Pendiente
60,2025-02-27,Cliente_008,Monitor,Impresion,8,895.26,0.05,6803.98,Cartagena,Efectivo,Web,Vendedor_033,Cancelada
61,2025-06-07,Cliente_009,Monitor,Impresion,5,769.62,0.1,3463.29,Bogota,Tarjeta_Credito,App,Vendedor_033,Completada
62,2025-12-15,Cliente_005,Monitor,Perifericos,9,111.18,0.0,1000.62,Bogota,Tarjeta_Credito,Tienda,Vendedor_008,Cancelada
63,2025-10-02,Cliente_007,Webcam,Telefonia,9,1726.37,0.01,15381.96,Barranquilla,Tarjeta_Debito,App,Vendedor_025,Cancelada
64,2025-05-07,Cliente_003,Teclado,Impresion,2,1443.95,0.07,2685.75,Medellin,Tarjeta_Debito,Tienda,Vendedor_020,Cancelada
65,2025-05-20,Cliente_004,Tablet,Impresion,1,1393.06,0.03,1351.27,Cartagena,Efectivo,App,Vendedor_034,Pendiente
66,2025-06-19,Cliente_007,Teclado,Perifericos,4,1848.7,0.17,6137.68,Bogota,Efectivo,Web,Vendedor_002,Pendiente
67,2025-05-19,Cliente_007,Tablet,Telefonia,1,1286.61,0.18,1055.02,Pereira,Efectivo,Tienda,Vendedor_016,Completada
68,2025-09-25,Cliente_003,Mouse,Computadores,4,1978.21,0.19,6409.4,Bogota,Efectivo,Call_Center,Vendedor_023,Cancelada
69,2025-12-12,Cliente_005,Tablet,Telefonia,8,437.71,0.11,3116.5,Pereira,Tarjeta_Credito,App,Vendedor_041,Pendiente
70,2025-06-19,Cliente_001,Tablet,Impresion,7,1388.76,0.14,8360.34,Bucaramanga,Tarjeta_Debito,Call_Center,Vendedor_037,Cancelada
71,2025-07-25,Cliente_002,Tablet,Telefonia,4,1041.86,0.13,3625.67,Bogota,Transferencia,Call_Center,Vendedor_024,Pendiente
72,2025-10-30,Cliente_009,Mouse,Perifericos,5,1357.89,0.03,6585.77,Pereira,Tarjeta_Debito,App,Vendedor_033,Cancelada
73,2025-12-04,Cliente_003,Impresora,Perifericos,3,1470.3,0.15,3749.26,Cartagena,Efectivo,Web,Vendedor_006,Completada
74,2025-08-19,Cliente_008,Webcam,Almacenamiento,3,20.67,0.03,60.15,Manizales,Tarjeta_Debito,App,Vendedor_032,Completada
75,2025-01-12,Cliente_009,Celular,Computadores,9,431.87,0.2,3109.46,Bucaramanga,Transferencia,Web,Vendedor_008,Completada
76,2025-07-26,Cliente_006,Tablet,Impresion,4,1897.21,0.05,7209.4,Medellin,Efectivo,Call_Center,Vendedor_011,Pendiente
77,2025-12-05,Cliente_004,Disco_SSD,Computadores,2,1379.18,0.0,2758.36,Cali,Transferencia,Tienda,Vendedor_005,Cancelada
78,2025-08-21,Cliente_008,Audifonos,Perifericos,4,1895.85,0.13,6597.56,Medellin,Efectivo,Call_Center,Vendedor_024,Pendiente
79,2025-08-17,Cliente_009,Teclado,Impresion,5,1540.24,0.05,7316.14,Manizales,Transferencia,App,Vendedor_031,Cancelada
80,2025-11-27,Cliente_001,Mouse,Almacenamiento,10,42.29,0.07,393.3,Cartagena,Transferencia,Web,Vendedor_022,Cancelada
81,2025-07-06,Cliente_004,Celular,Perifericos,7,653.92,0.09,4165.47,Bogota,Tarjeta_Credito,Tienda,Vendedor_037,Pendiente
82,2025-07-14,Cliente_009,Celular,Telefonia,1,354.43,0.08,326.08,Bogota,Transferencia,App,Vendedor_034,Cancelada
83,2025-07-28,Cliente_001,Audifonos,Impresion,3,1769.92,0.18,4354.0,Manizales,Tarjeta_Debito,App,Vendedor_002,Completada
84,2025-03-14,Cliente_005,Monitor,Almacenamiento,1,1134.53,0.06,1066.46,Manizales,Tarjeta_Debito,Tienda,Vendedor_045,Cancelada
85,2025-05-06,Cliente_005,Celular,Impresion,1,1510.14,0.04,1449.73,Barranquilla,Transferencia,Tienda,Vendedor_038,Completada
86,2025-11-10,Cliente_010,Laptop,Impresion,7,1820.07,0.13,11084.23,Manizales,Efectivo,Tienda,Vendedor_034,Completada
87,2025-02-17,Cliente_009,Teclado,Telefonia,5,1622.96,0.09,7384.47,Medellin,Tarjeta_Credito,Call_Center,Vendedor_010,Completada
88,2025-02-16,Cliente_006,Impresora,Perifericos,7,1305.57,0.14,7859.53,Medellin,Efectivo,Call_Center,Vendedor_013,Completada
89,2025-01-25,Cliente_003,Celular,Computadores,2,410.11,0.03,795.61,Pereira,Transferencia,Web,Vendedor_003,Completada
90,2025-02-15,Cliente_010,Laptop,Almacenamiento,10,850.26,0.0,8502.6,Barranquilla,Transferencia,Tienda,Vendedor_036,Completada
91,2025-03-07,Cliente_001,Laptop,Telefonia,9,1032.9,0.15,7901.69,Medellin,Tarjeta_Debito,Call_Center,Vendedor_009,Cancelada
92,2025-09-21,Cliente_002,Laptop,Telefonia,7,1784.52,0.0,12491.64,Manizales,Transferencia,Tienda,Vendedor_021,Pendiente
93,2025-10-24,Cliente_010,Teclado,Telefonia,3,1811.42,0.09,4945.18,Cartagena,Tarjeta_Credito,Web,Vendedor_006,Pendiente
94,2025-08-02,Cliente_002,Monitor,Computadores,9,328.49,0.08,2719.9,Medellin,Tarjeta_Credito,Tienda,Vendedor_023,Completada
95,2025-09-29,Cliente_002,Teclado,Telefonia,4,602.04,0.19,1950.61,Barranquilla,Efectivo,Web,Vendedor_038,Completada
96,2025-05-28,Cliente_010,Webcam,Telefonia,5,1670.1,0.15,7097.93,Bucaramanga,Efectivo,App,Vendedor_034,Completada
97,2025-04-30,Cliente_003,Laptop,Almacenamiento,2,465.22,0.2,744.35,Cartagena,Transferencia,Call_Center,Vendedor_013,Completada
98,2025-06-02,Cliente_006,Laptop,Almacenamiento,5,169.49,0.03,822.03,Bucaramanga,Tarjeta_Debito,Web,Vendedor_010,Completada
99,2025-03-14,Cliente_003,Teclado,Computadores,8,395.54,0.15,2689.67,Manizales,Transferencia,Web,Vendedor_047,Cancelada
100,2025-09-26,Cliente_004,Laptop,Telefonia,2,401.61,0.15,682.74,Barranquilla,Tarjeta_Debito,Tienda,Vendedor_037,Completada
101,2025-11-12,Cliente_001,Celular,Telefonia,10,773.85,0.06,7274.19,Pereira,Transferencia,Web,Vendedor_008,Cancelada
102,2025-01-28,Cliente_008,Teclado,Telefonia,2,765.45,0.14,1316.57,Bucaramanga,Efectivo,Call_Center,Vendedor_035,Completada
103,2025-03-23,Cliente_001,Celular,Telefonia,2,1665.66,0.15,2831.62,Cartagena,Tarjeta_Credito,Call_Center,Vendedor_011,Cancelada
104,2025-01-09,Cliente_009,Mouse,Almacenamiento,8,605.58,0.02,4747.75,Bogota,Transferencia,Call_Center,Vendedor_010,Pendiente
105,2025-01-19,Cliente_008,Audifonos,Perifericos,6,1903.71,0.06,10736.92,Bogota,Efectivo,Call_Center,Vendedor_035,Pendiente
106,2025-03-12,Cliente_006,Disco_SSD,Computadores,5,123.64,0.04,593.47,Bogota,Tarjeta_Debito,App,Vendedor_024,Cancelada
107,2025-09-18,Cliente_007,Laptop,Computadores,8,1191.92,0.03,9249.3,Barranquilla,Tarjeta_Credito,Call_Center,Vendedor_039,Completada
108,2025-11-11,Cliente_010,Audifonos,Perifericos,6,1693.46,0.2,8128.61,Cali,Tarjeta_Credito,Call_Center,Vendedor_039,Pendiente
109,2025-04-13,Cliente_008,Disco_SSD,Computadores,6,89.65,0.16,451.84,Cali,Tarjeta_Credito,App,Vendedor_015,Completada
110,2025-01-11,Cliente_005,Monitor,Perifericos,2,1122.71,0.01,2222.97,Cartagena,Tarjeta_Credito,Tienda,Vendedor_040,Pendiente
111,2025-08-18,Cliente_008,Monitor,Computadores,3,1555.29,0.09,4245.94,Cartagena,Transferencia,Tienda,Vendedor_036,Cancelada
112,2025-06-08,Cliente_009,Impresora,Impresion,10,877.99,0.08,8077.51,Bogota,Tarjeta_Debito,Tienda,Vendedor_021,Pendiente
113,2025-08-27,Cliente_005,Webcam,Computadores,5,1417.65,0.1,6379.43,Bucaramanga,Efectivo,App,Vendedor_028,Pendiente
114,2025-06-09,Cliente_002,Celular,Impresion,3,718.59,0.15,1832.4,Cali,Tarjeta_Debito,Call_Center,Vendedor_007,Pendiente
115,2025-04-01,Cliente_002,Audifonos,Telefonia,3,1888.86,0.14,4873.26,Medellin,Transferencia,Web,Vendedor_006,Completada
116,2025-05-02,Cliente_009,Disco_SSD,Perifericos,2,1912.62,0.15,3251.45,Medellin,Tarjeta_Credito,Call_Center,Vendedor_026,Pendiente
117,2025-10-25,Cliente_009,Mouse,Telefonia,9,1555.92,0.01,13863.25,Medellin,Efectivo,App,Vendedor_002,Completada
118,2025-12-23,Cliente_008,Celular,Impresion,3,1657.81,0.03,4824.23,Bucaramanga,Efectivo,Call_Center,Vendedor_018,Completada
119,2025-04-10,Cliente_004,Webcam,Computadores,1,1203.43,0.06,1131.22,Bucaramanga,Tarjeta_Debito,App,Vendedor_001,Cancelada
120,2025-07-02,Cliente_003,Disco_SSD,Telefonia,2,1994.03,0.16,3349.97,Medellin,Tarjeta_Credito,App,Vendedor_040,Cancelada
121,2025-04-16,Cliente_004,Impresora,Impresion,9,589.15,0.15,4507.0,Manizales,Efectivo,App,Vendedor_024,Pendiente
122,2025-03-13,Cliente_004,Teclado,Telefonia,8,731.11,0.11,5205.5,Barranquilla,Tarjeta_Debito,Call_Center,Vendedor_010,Completada
123,2025-01-17,Cliente_009,Webcam,Impresion,4,1173.82,0.16,3944.04,Cali,Efectivo,Tienda,Vendedor_026,Cancelada
124,2025-04-04,Cliente_010,Mouse,Almacenamiento,5,418.27,0.18,1714.91,Manizales,Tarjeta_Credito,Call_Center,Vendedor_024,Pendiente
125,2025-05-29,Cliente_007,Laptop,Impresion,8,1144.86,0.17,7601.87,Barranquilla,Efectivo,Web,Vendedor_046,Pendiente
126,2025-05-22,Cliente_002,Disco_SSD,Impresion,3,1237.94,0.17,3082.47,Pereira,Tarjeta_Debito,Call_Center,Vendedor_048,Cancelada
127,2025-03-01,Cliente_003,Webcam,Perifericos,1,1553.0,0.16,1304.52,Cali,Tarjeta_Credito,Call_Center,Vendedor_005,Pendiente
128,2025-04-24,Cliente_005,Monitor,Telefonia,5,1061.92,0.03,5150.31,Manizales,Tarjeta_Credito,App,Vendedor_040,Pendiente
129,2025-05-31,Cliente_001,Teclado,Perifericos,10,774.33,0.0,7743.3,Bogota,Efectivo,Call_Center,Vendedor_018,Completada
130,2025-09-04,Cliente_005,Webcam,Almacenamiento,3,1569.87,0.08,4332.84,Pereira,Tarjeta_Debito,Web,Vendedor_050,Completada
131,2025-12-10,Cliente_007,Teclado,Perifericos,6,1352.81,0.05,7711.02,Manizales,Tarjeta_Credito,Call_Center,Vendedor_024,Cancelada
132,2025-10-27,Cliente_005,Disco_SSD,Perifericos,5,226.07,0.01,1119.05,Cartagena,Tarjeta_Credito,Web,Vendedor_045,Completada
133,2025-12-02,Cliente_002,Monitor,Perifericos,4,907.74,0.19,2941.08,Cartagena,Tarjeta_Credito,Call_Center,Vendedor_050,Pendiente
134,2025-03-29,Cliente_004,Webcam,Perifericos,7,1563.21,0.11,9738.8,Bogota,Tarjeta_Credito,Tienda,Vendedor_021,Cancelada
135,2025-12-18,Cliente_010,Monitor,Computadores,2,751.13,0.17,1246.88,Bogota,Transferencia,App,Vendedor_007,Completada
136,2025-05-03,Cliente_004,Teclado,Telefonia,7,1887.88,0.02,12950.86,Cali,Tarjeta_Debito,App,Vendedor_010,Pendiente
137,2025-01-17,Cliente_006,Impresora,Computadores,5,1006.56,0.08,4630.18,Medellin,Tarjeta_Debito,Web,Vendedor_036,Completada
138,2025-09-12,Cliente_005,Impresora,Perifericos,8,355.37,0.15,2416.52,Bucaramanga,Tarjeta_Credito,Web,Vendedor_032,Pendiente
139,2025-07-28,Cliente_006,Tablet,Almacenamiento,10,515.26,0.18,4225.13,Pereira,Tarjeta_Credito,Web,Vendedor_008,Completada
140,2025-07-25,Cliente_010,Monitor,Almacenamiento,10,1913.89,0.05,18181.96,Cali,Tarjeta_Credito,Tienda,Vendedor_014,Cancelada
141,2025-03-26,Cliente_009,Celular,Computadores,10,1063.32,0.02,10420.54,Medellin,Efectivo,Tienda,Vendedor_047,Cancelada
142,2025-02-08,Cliente_002,Monitor,Telefonia,10,1342.47,0.11,11947.98,Barranquilla,Efectivo,Tienda,Vendedor_016,Pendiente
143,2025-08-12,Cliente_006,Celular,Telefonia,4,1638.86,0.13,5703.23,Bogota,Transferencia,Call_Center,Vendedor_047,Cancelada
144,2025-03-01,Cliente_010,Impresora,Telefonia,4,140.74,0.12,495.4,Manizales,Transferencia,App,Vendedor_006,Pendiente
145,2025-12-04,Cliente_009,Tablet,Perifericos,4,427.72,0.03,1659.55,Medellin,Efectivo,Web,Vendedor_018,Completada
146,2025-02-08,Cliente_005,Celular,Telefonia,1,1959.11,0.16,1645.65,Medellin,Transferencia,Web,Vendedor_043,Completada
147,2025-11-29,Cliente_004,Impresora,Telefonia,10,960.63,0.1,8645.67,Bogota,Tarjeta_Credito,App,Vendedor_028,Completada
148,2025-09-03,Cliente_002,Webcam,Perifericos,5,1107.7,0.0,5538.5,Barranquilla,Tarjeta_Debito,Tienda,Vendedor_025,Cancelada
149,2025-09-23,Cliente_010,Webcam,Perifericos,4,1653.48,0.07,6150.95,Barranquilla,Tarjeta_Debito,Web,Vendedor_008,Completada
150,2025-05-06,Cliente_010,Audifonos,Perifericos,6,868.34,0.18,4272.23,Bucaramanga,Tarjeta_Credito,Call_Center,Vendedor_022,Pendiente
151,2025-09-19,Cliente_010,Webcam,Telefonia,7,391.69,0.13,2385.39,Manizales,Efectivo,Call_Center,Vendedor_043,Pendiente
152,2025-08-26,Cliente_006,Mouse,Computadores,2,694.3,0.11,1235.85,Manizales,Transferencia,App,Vendedor_014,Completada
153,2025-02-18,Cliente_008,Monitor,Telefonia,4,1185.58,0.13,4125.82,Bogota,Efectivo,Web,Vendedor_016,Completada
154,2025-12-29,Cliente_010,Teclado,Computadores,2,825.49,0.02,1617.96,Bucaramanga,Tarjeta_Credito,Call_Center,Vendedor_020,Completada
155,2025-11-21,Cliente_003,Mouse,Computadores,4,394.27,0.17,1308.98,Cali,Tarjeta_Debito,Web,Vendedor_013,Cancelada
156,2025-03-31,Cliente_002,Teclado,Perifericos,2,1395.23,0.09,2539.32,Bucaramanga,Transferencia,Web,Vendedor_022,Cancelada
157,2025-06-16,Cliente_009,Mouse,Perifericos,3,237.65,0.16,598.88,Manizales,Efectivo,Web,Vendedor_026,Cancelada
158,2025-12-04,Cliente_009,Tablet,Computadores,7,582.12,0.19,3300.62,Cali,Transferencia,Call_Center,Vendedor_025,Cancelada
159,2025-06-20,Cliente_010,Webcam,Computadores,2,1084.66,0.1,1952.39,Pereira,Transferencia,Web,Vendedor_022,Cancelada
160,2025-05-01,Cliente_008,Mouse,Impresion,5,783.7,0.05,3722.57,Barranquilla,Efectivo,Tienda,Vendedor_015,Completada
161,2025-02-25,Cliente_001,Mouse,Computadores,7,968.57,0.17,5627.39,Manizales,Efectivo,Tienda,Vendedor_045,Cancelada
162,2025-05-21,Cliente_007,Audifonos,Telefonia,4,561.16,0.07,2087.52,Manizales,Tarjeta_Debito,Web,Vendedor_032,Completada
163,2025-03-19,Cliente_009,Teclado,Computadores,6,1956.33,0.15,9977.28,Medellin,Transferencia,Tienda,Vendedor_042,Pendiente
164,2025-06-30,Cliente_008,Teclado,Impresion,3,1176.22,0.13,3069.93,Bogota,Tarjeta_Credito,Web,Vendedor_017,Completada
165,2025-01-25,Cliente_008,Teclado,Telefonia,4,822.71,0.17,2731.4,Cartagena,Tarjeta_Debito,Tienda,Vendedor_018,Cancelada
166,2025-03-22,Cliente_001,Webcam,Computadores,7,1673.16,0.14,10072.42,Bucaramanga,Transferencia,Call_Center,Vendedor_038,Completada
167,2025-11-29,Cliente_005,Laptop,Almacenamiento,5,817.55,0.14,3515.47,Bogota,Tarjeta_Credito,Call_Center,Vendedor_011,Pendiente
168,2025-09-20,Cliente_007,Impresora,Almacenamiento,6,364.74,0.1,1969.6,Cali,Tarjeta_Debito,Tienda,Vendedor_020,Completada
169,2025-01-10,Cliente_003,Tablet,Computadores,1,98.75,0.07,91.84,Cartagena,Tarjeta_Credito,Call_Center,Vendedor_026,Cancelada
170,2025-04-05,Cliente_004,Tablet,Perifericos,7,1829.2,0.15,10883.74,Cali,Tarjeta_Credito,App,Vendedor_033,Cancelada
171,2025-12-16,Cliente_003,Monitor,Computadores,7,1820.74,0.1,11470.66,Cali,Efectivo,Call_Center,Vendedor_015,Cancelada
172,2025-12-09,Cliente_002,Teclado,Telefonia,1,149.81,0.17,124.34,Bucaramanga,Tarjeta_Debito,Call_Center,Vendedor_003,Completada
173,2025-02-04,Cliente_006,Audifonos,Impresion,4,542.02,0.12,1907.91,Bucaramanga,Tarjeta_Credito,Web,Vendedor_035,Cancelada
174,2025-05-28,Cliente_006,Disco_SSD,Impresion,10,169.78,0.09,1545.0,Cali,Efectivo,App,Vendedor_013,Cancelada
175,2025-12-19,Cliente_004,Laptop,Computadores,2,57.6,0.16,96.77,Medellin,Transferencia,Web,Vendedor_043,Pendiente
176,2025-05-12,Cliente_003,Tablet,Computadores,7,1334.29,0.0,9340.03,Cali,Transferencia,Tienda,Vendedor_001,Cancelada
177,2025-02-14,Cliente_004,Webcam,Impresion,9,194.72,0.17,1454.56,Medellin,Transferencia,Web,Vendedor_035,Completada
178,2025-05-02,Cliente_001,Monitor,Almacenamiento,5,320.25,0.18,1313.03,Medellin,Transferencia,Call_Center,Vendedor_025,Pendiente
179,2025-02-19,Cliente_001,Monitor,Computadores,6,510.64,0.16,2573.63,Manizales,Tarjeta_Credito,Tienda,Vendedor_030,Completada
180,2025-03-06,Cliente_005,Celular,Perifericos,5,1040.63,0.17,4318.61,Medellin,Transferencia,App,Vendedor_031,Cancelada
181,2025-12-02,Cliente_003,Teclado,Computadores,2,1286.82,0.01,2547.9,Barranquilla,Efectivo,Tienda,Vendedor_044,Cancelada
182,2025-04-07,Cliente_010,Disco_SSD,Almacenamiento,7,976.75,0.08,6290.27,Bucaramanga,Efectivo,Call_Center,Vendedor_016,Completada
183,2025-04-09,Cliente_006,Tablet,Telefonia,6,1678.99,0.06,9469.5,Manizales,Transferencia,Call_Center,Vendedor_035,Pendiente
184,2025-03-28,Cliente_003,Disco_SSD,Impresion,6,649.23,0.03,3778.52,Bucaramanga,Transferencia,Web,Vendedor_036,Cancelada
185,2025-04-27,Cliente_007,Impresora,Telefonia,6,683.29,0.01,4058.74,Medellin,Tarjeta_Credito,Tienda,Vendedor_007,Cancelada
186,2025-05-04,Cliente_002,Webcam,Impresion,1,672.16,0.07,625.11,Medellin,Efectivo,App,Vendedor_021,Completada
187,2025-06-14,Cliente_008,Impresora,Almacenamiento,7,766.92,0.09,4885.28,Cartagena,Tarjeta_Debito,Tienda,Vendedor_050,Completada
