id_venta;fecha;cliente;producto;categoria;ciudad;cantidad;precio_unitario;valor;canal
39;4/08/2024;1051;Escritorio;Oficina;Barranquilla;1;900000;900000;Tienda
40;25/07/2024;1128;Silla;Oficina;Pereira;2;650000;1300000;Tienda
41;7/04/2024;1217;Bolígrafo;Papelería;Barranquilla;2;5000;10000;Web
42;22/05/2024;1227;Cuaderno;Papelería;Medellin;5;18000;90000;Tienda
43;20/02/2024;1048;Laptop;Tecnología;Bucaramanga;2;3200000;6400000;Tienda
44;26/03/2024;1110;Escritorio;Oficina;Barranquilla;4;900000;3600000;Distribuidor
45;31/01/2024;1200;Teclado;Tecnología;Barranquilla;3;180000;540000;Tienda
46;20/08/2024;1080;Audífonos;Tecnología;Barranquilla;2;220000;440000;Distribuidor
47;31/05/2024;1161;Mouse;Tecnología;Bogota;1;90000;90000;Tienda
48;26/01/2024;1030;Mochila;Accesorios;Barranquilla;5;160000;800000;Web
49;11/02/2024;1121;Teclado;Tecnología;Bogota;4;180000;720000;Tienda
50;2/03/2024;1042;Mochila;Accesorios;Medellin;4;160000;640000;Tienda
51;2/12/2024;1134;Mochila;Accesorios;Cartagena;2;160000;320000;App
52;8/12/2024;1203;Silla;Oficina;Medellin;2;650000;1300000;App
53;9/12/2024;1038;Audífonos;Tecnología;Barranquilla;1;220000;220000;App
54;22/08/2024;1038;Mochila;Accesorios;Cartagena;5;160000;800000;Tienda
55;19/04/2024;1179;Bolígrafo;Papelería;Cali;1;5000;5000;Web
56;5/05/2024;1225;Silla;Oficina;Cali;5;650000;3250000;Web
57;26/12/2024;1284;Audífonos;Tecnología;Cartagena;3;220000;660000;Tienda
58;5/12/2024;1060;Monitor;Tecnología;Medellin;1;850000;850000;App
59;10/10/2024;1108;Teclado;Tecnología;Cali;3;180000;540000;App
60;14/04/2024;1129;Audífonos;Tecnología;Cartagena;1;220000;220000;Distribuidor
61;17/02/2024;1023;Escritorio;Oficina;Pereira;1;900000;900000;App
62;19/06/2024;1083;Teclado;Tecnología;Bucaramanga;4;180000;720000;App
63;9/10/2024;1058;Escritorio;Oficina;Cartagena;1;900000;900000;Tienda
64;19/12/2024;1190;Teclado;Tecnología;Cartagena;5;180000;900000;Tienda
65;9/10/2024;1022;Teclado;Tecnología;Barranquilla;3;180000;540000;Web
66;5/07/2024;1128;Laptop;Tecnología;Cali;1;3200000;3200000;Web
67;30/06/2024;1080;Bolígrafo;Papelería;Pereira;2;5000;10000;Distribuidor
68;24/03/2024;1092;Teclado;Tecnología;Barranquilla;3;180000;540000;Tienda
69;29/07/2024;1056;Mouse;Tecnología;Cali;4;90000;360000;Web
70;20/01/2024;1236;Cuaderno;Papelería;Medellin;3;18000;54000;Web
71;5/06/2024;1099;Mouse;Tecnología;Medellin;4;90000;360000;Tienda
72;17/06/2024;1143;Audífonos;Tecnología;Pereira;3;220000;660000;Tienda
73;24/11/2024;1015;Bolígrafo;Papelería;Barranquilla;1;5000;5000;App
74;13/05/2024;1020;Teclado;Tecnología;Cartagena;1;180000;180000;App
75;1/11/2024;1224;Escritorio;Oficina;Cali;5;900000;4500000;App
76;18/09/2024;1131;Monitor;Tecnología;Barranquilla;1;850000;850000;Web
77;28/12/2024;1187;Escritorio;Oficina;Bogota;4;900000;3600000;Web
78;5/02/2024;1064;Silla;Oficina;Cartagena;3;650000;1950000;App
79;16/09/2024;1168;Audífonos;Tecnología;Bucaramanga;4;220000;880000;Distribuidor
80;22/12/2024;1099;Audífonos;Tecnología;Cartagena;4;220000;880000;Web
81;6/12/2024;1292;Escritorio;Oficina;Bucaramanga;3;900000;2700000;Web
82;26/07/2024;1156;Bolígrafo;Papelería;Pereira;3;5000;15000;Tienda
83;17/04/2024;1239;Escritorio;Oficina;Pereira;4;900000;3600000;App
84;14/08/2024;1087;Mouse;Tecnología;Cartagena;1;90000;90000;Distribuidor
85;25/05/2024;1048;Bolígrafo;Papelería;Bucaramanga;2;5000;10000;App
86;10/12/2024;1076;Audífonos;Tecnología;Medellin;1;220000;220000;Web
87;24/01/2024;1234;Mouse;Tecnología;Barranquilla;4;90000;360000;Tienda
88;18/11/2024;1254;Mochila;Accesorios;Medellin;4;160000;640000;Distribuidor
89;4/05/2024;1055;Teclado;Tecnología;Bucaramanga;4;180000;720000;Tienda
90;22/04/2024;1026;Teclado;Tecnología;Pereira;5;180000;900000;Distribuidor
91;7/05/2024;1238;Monitor;Tecnología;Barranquilla;5;850000;4250000;Web
92;13/10/2024;1259;Mochila;Accesorios;Cali;4;160000;640000;Distribuidor
93;7/10/2024;1231;Cuaderno;Papelería;Medellin;3;18000;54000;Distribuidor
94;6/05/2024;1123;Audífonos;Tecnología;Pereira;3;220000;660000;Distribuidor
95;13/08/2024;1121;Monitor;Tecnología;Bucaramanga;3;850000;2550000;App
96;20/06/2024;1071;Silla;Oficina;Cartagena;2;650000;1300000;Tienda
97;28/04/2024;1110;Escritorio;Oficina;Bucaramanga;1;900000;900000;Web
98;31/07/2024;1213;Escritorio;Oficina;Cali;1;900000;900000;Distribuidor
99;15/04/2024;1295;Escritorio;Oficina;Barranquilla;4;900000;3600000;Tienda
100;1/09/2024;1200;Laptop;Tecnología;Cali;4;3200000;12800000;App
101;2/10/2024;1250;Bolígrafo;Papelería;Pereira;2;5000;10000;Web
102;19/05/2024;1200;Escritorio;Oficina;Barranquilla;3;900000;2700000;Tienda
103;8/12/2024;1240;Escritorio;Oficina;Bucaramanga;2;900000;1800000;Web
104;14/11/2024;1289;Bolígrafo;Papelería;Bogota;1;5000;5000;Distribuidor
105;12/02/2024;1094;Escritorio;Oficina;Medellin;1;900000;900000;Distribuidor
106;13/05/2024;1233;Escritorio;Oficina;Cali;3;900000;2700000;Web
107;21/06/2024;1130;Escritorio;Oficina;Cali;1;900000;900000;Distribuidor
108;28/08/2024;1180;Laptop;Tecnología;Bucaramanga;2;3200000;6400000;Tienda
109;28/11/2024;1016;Monitor;Tecnología;Pereira;2;850000;1700000;Tienda
110;12/04/2024;1123;Laptop;Tecnología;Cartagena;2;3200000;6400000;Web
111;30/08/2024;1239;Monitor;Tecnología;Cartagena;3;850000;2550000;Web
112;7/07/2024;1084;Teclado;Tecnología;Cartagena;3;180000;540000;Tienda
113;25/02/2024;1295;Mochila;Accesorios;Bogota;4;160000;640000;App
114;22/07/2024;1053;Mouse;Tecnología;Bogota;3;90000;270000;Web
115;16/12/2024;1290;Mochila;Accesorios;Pereira;1;160000;160000;Tienda
116;26/06/2024;1036;Bolígrafo;Papelería;Barranquilla;5;5000;25000;App
117;27/11/2024;1251;Silla;Oficina;Bogota;1;650000;650000;Distribuidor
118;9/08/2024;1079;Silla;Oficina;Bucaramanga;4;650000;2600000;Distribuidor
119;31/03/2024;1276;Bolígrafo;Papelería;Bucaramanga;4;5000;20000;App
120;26/08/2024;1166;Escritorio;Oficina;Pereira;2;900000;1800000;App
121;14/02/2024;1238;Audífonos;Tecnología;Barranquilla;5;220000;1100000;Web
122;8/11/2024;1254;Escritorio;Oficina;Cali;3;900000;2700000;Tienda
123;3/04/2024;1133;Cuaderno;Papelería;Medellin;3;18000;54000;App
124;23/05/2024;1285;Mochila;Accesorios;Bucaramanga;1;160000;160000;App
125;21/09/2024;1209;Mouse;Tecnología;Bogota;4;90000;360000;Web
126;11/10/2024;1252;Mouse;Tecnología;Bucaramanga;4;90000;360000;Distribuidor
127;9/01/2024;1208;Monitor;Tecnología;Cali;2;850000;1700000;Web
128;5/06/2024;1284;Mochila;Accesorios;Cali;5;160000;800000;Distribuidor
129;25/06/2024;1181;Escritorio;Oficina;Bucaramanga;4;900000;3600000;App
130;18/05/2024;1062;Audífonos;Tecnología;Cali;2;220000;440000;Web
131;10/06/2024;1099;Monitor;Tecnología;Bucaramanga;2;850000;1700000;Web
132;4/09/2024;1052;Audífonos;Tecnología;Bucaramanga;2;220000;440000;App
133;31/05/2024;1155;Mouse;Tecnología;Cali;1;90000;90000;Web
134;28/12/2024;1024;Bolígrafo;Papelería;Medellin;1;5000;5000;App
135;10/10/2024;1252;Audífonos;Tecnología;Bucaramanga;1;220000;220000;Web
136;7/01/2024;1246;Mochila;Accesorios;Cali;4;160000;640000;Distribuidor
137;23/06/2024;1245;Teclado;Tecnología;Bogota;1;180000;180000;App
138;3/02/2024;1296;Escritorio;Oficina;Barranquilla;1;900000;900000;Tienda
139;18/03/2024;1044;Teclado;Tecnología;Pereira;2;180000;360000;App
140;1/03/2024;1116;Bolígrafo;Papelería;Pereira;5;5000;25000;Distribuidor
141;13/07/2024;1220;Cuaderno;Papelería;Barranquilla;3;18000;54000;App
142;18/10/2024;1107;Mochila;Accesorios;Bogota;2;160000;320000;Tienda
143;15/05/2024;1089;Monitor;Tecnología;Medellin;5;850000;4250000;Web
144;8/02/2024;1231;Teclado;Tecnología;Bogota;5;180000;900000;Distribuidor
145;28/08/2024;1148;Audífonos;Tecnología;Bogota;3;220000;660000;Web
146;25/12/2024;1136;Cuaderno;Papelería;Bogota;5;18000;90000;Web
147;4/12/2024;1279;Mouse;Tecnología;Barranquilla;2;90000;180000;Tienda
148;27/11/2024;1037;Teclado;Tecnología;Cali;1;180000;180000;Web
149;25/03/2024;1225;Audífonos;Tecnología;Cartagena;1;220000;220000;App
150;27/08/2024;1140;Audífonos;Tecnología;Bucaramanga;5;220000;1100000;Distribuidor
151;3/10/2024;1021;Cuaderno;Papelería;Barranquilla;4;18000;72000;Tienda
152;14/06/2024;1047;Mochila;Accesorios;Cali;2;160000;320000;Tienda
153;11/12/2024;1138;Mochila;Accesorios;Cartagena;5;160000;800000;Tienda
154;21/01/2024;1143;Teclado;Tecnología;Barranquilla;2;180000;360000;Distribuidor
155;26/10/2024;1047;Escritorio;Oficina;Bucaramanga;4;900000;3600000;Distribuidor
156;27/06/2024;1054;Escritorio;Oficina;Cali;2;900000;1800000;App
157;17/06/2024;1148;Escritorio;Oficina;Bucaramanga;4;900000;3600000;Distribuidor
158;8/10/2024;1162;Laptop;Tecnología;Barranquilla;3;3200000;9600000;Tienda
159;14/06/2024;1264;Monitor;Tecnología;Pereira;1;850000;850000;Distribuidor
160;2/12/2024;1028;Bolígrafo;Papelería;Barranquilla;2;5000;10000;Distribuidor
161;22/09/2024;1227;Silla;Oficina;Cartagena;1;650000;650000;Distribuidor
162;14/04/2024;1148;Audífonos;Tecnología;Cartagena;4;220000;880000;Web
163;23/12/2024;1123;Cuaderno;Papelería;Bogota;2;18000;36000;Tienda
164;8/06/2024;1048;Bolígrafo;Papelería;Bogota;2;5000;10000;Distribuidor
165;28/02/2024;1256;Cuaderno;Papelería;Bogota;3;18000;54000;Web
166;17/09/2024;1242;Audífonos;Tecnología;Barranquilla;2;220000;440000;Distribuidor
167;21/08/2024;1098;Bolígrafo;Papelería;Medellin;5;5000;25000;Distribuidor
168;17/09/2024;1142;Teclado;Tecnología;Pereira;4;180000;720000;Tienda
169;23/06/2024;1145;Bolígrafo;Papelería;Cali;3;5000;15000;Tienda
170;27/10/2024;1077;Mochila;Accesorios;Bucaramanga;4;160000;640000;Distribuidor
171;2/10/2024;1283;Cuaderno;Papelería;Cali;5;18000;90000;App
172;12/07/2024;1123;Cuaderno;Papelería;Cali;5;18000;90000;Web
173;15/07/2024;1023;Mouse;Tecnología;Pereira;3;90000;270000;Distribuidor
174;30/08/2024;1254;Escritorio;Oficina;Barranquilla;1;900000;900000;Web
175;5/03/2024;1052;Bolígrafo;Papelería;Cartagena;4;5000;20000;App
176;21/02/2024;1074;Bolígrafo;Papelería;Barranquilla;4;5000;20000;Tienda
177;1/12/2024;1136;Teclado;Tecnología;Bogota;3;180000;540000;Distribuidor
178;15/11/2024;1169;Escritorio;Oficina;Bucaramanga;5;900000;4500000;Tienda
179;13/07/2024;1278;Silla;Oficina;Bucaramanga;1;650000;650000;Distribuidor
180;12/11/2024;1117;Monitor;Tecnología;Medellin;1;850000;850000;App
181;10/08/2024;1228;Monitor;Tecnología;Pereira;2;850000;1700000;Tienda
182;21/12/2024;1167;Audífonos;Tecnología;Bogota;1;220000;220000;Tienda
183;30/05/2024;1075;Silla;Oficina;Cali;2;650000;1300000;Distribuidor
184;28/09/2024;1088;Escritorio;Oficina;Cartagena;2;900000;1800000;Web
185;10/02/2024;1124;Mochila;Accesorios;Pereira;4;160000;640000;Distribuidor
186;25/10/2024;1131;Teclado;Tecnología;Medellin;4;180000;720000;Distribuidor
187;10/05/2024;1148;Laptop;Tecnología;Pereira;5;3200000;16000000;Distribuidor
188;21/03/2024;1154;Monitor;Tecnología;Barranquilla;4;850000;3400000;App
189;19/12/2024;1102;Audífonos;Tecnología;Barranquilla;4;220000;880000;App
190;4/09/2024;1293;Monitor;Tecnología;Medellin;3;850000;2550000;Distribuidor
191;21/10/2024;1012;Audífonos;Tecnología;Bucaramanga;4;220000;880000;App
192;20/05/2024;1255;Laptop;Tecnología;Cartagena;3;3200000;9600000;Tienda
193;27/04/2024;1113;Mochila;Accesorios;Pereira;2;160000;320000;App
194;13/11/2024;1050;Audífonos;Tecnología;Bucaramanga;1;220000;220000;Web
195;7/06/2024;1068;Cuaderno;Papelería;Bogota;1;18000;18000;App
196;31/05/2024;1090;Silla;Oficina;Bucaramanga;2;650000;1300000;Distribuidor
197;8/03/2024;1085;Bolígrafo;Papelería;Cali;3;5000;15000;App
198;3/09/2024;1059;Audífonos;Tecnología;Bucaramanga;4;220000;880000;App
199;8/02/2024;1204;Teclado;Tecnología;Pereira;5;180000;900000;Web
200;6/07/2024;1008;Monitor;Tecnología;Pereira;3;850000;2550000;Distribuidor
201;1/10/2024;1135;Monitor;Tecnología;Barranquilla;5;850000;4250000;App
202;14/07/2024;1242;Silla;Oficina;Bogota;1;650000;650000;Web
203;13/11/2024;1033;Bolígrafo;Papelería;Cali;4;5000;20000;Web
204;24/12/2024;1060;Audífonos;Tecnología;Bucaramanga;2;220000;440000;Distribuidor
205;24/01/2024;1060;Laptop;Tecnología;Cali;1;3200000;3200000;Distribuidor
206;30/04/2024;1233;Bolígrafo;Papelería;Medellin;3;5000;15000;Distribuidor
207;9/12/2024;1213;Bolígrafo;Papelería;Barranquilla;1;5000;5000;Web
208;7/09/2024;1017;Mochila;Accesorios;Barranquilla;3;160000;480000;App
209;21/04/2024;1186;Cuaderno;Papelería;Barranquilla;1;18000;18000;Web
210;17/12/2024;1032;Silla;Oficina;Cartagena;4;650000;2600000;App
211;21/05/2024;1047;Mouse;Tecnología;Bogota;2;90000;180000;Distribuidor
212;24/11/2024;1171;Mochila;Accesorios;Bogota;2;160000;320000;Tienda
213;5/03/2024;1284;Mochila;Accesorios;Medellin;2;160000;320000;Tienda
214;27/10/2024;1169;Mouse;Tecnología;Pereira;2;90000;180000;Web
215;1/11/2024;1067;Laptop;Tecnología;Cali;5;3200000;16000000;Web
216;8/05/2024;1068;Teclado;Tecnología;Bogota;1;180000;180000;Tienda
217;2/07/2024;1009;Mouse;Tecnología;Cartagena;2;90000;180000;App
218;15/05/2024;1270;Laptop;Tecnología;Medellin;1;3200000;3200000;Distribuidor
219;2/02/2024;1263;Cuaderno;Papelería;Barranquilla;5;18000;90000;App
220;25/02/2024;1023;Cuaderno;Papelería;Cartagena;5;18000;90000;Web
221;3/06/2024;1032;Cuaderno;Papelería;Bucaramanga;4;18000;72000;Tienda
222;24/07/2024;1252;Escritorio;Oficina;Bucaramanga;4;900000;3600000;Tienda
223;7/02/2024;1034;Monitor;Tecnología;Cali;2;850000;1700000;Web
224;20/05/2024;1196;Mochila;Accesorios;Bucaramanga;5;160000;800000;App
225;28/09/2024;1051;Audífonos;Tecnología;Barranquilla;1;220000;220000;Distribuidor
226;1/12/2024;1221;Bolígrafo;Papelería;Bucaramanga;4;5000;20000;Web
227;26/04/2024;1205;Escritorio;Oficina;Cali;4;900000;3600000;Distribuidor
228;18/02/2024;1131;Silla;Oficina;Barranquilla;3;650000;1950000;App
229;19/03/2024;1044;Cuaderno;Papelería;Bogota;1;18000;18000;Tienda
230;9/08/2024;1067;Monitor;Tecnología;Bucaramanga;5;850000;4250000;App
231;31/01/2024;1063;Mochila;Accesorios;Cartagena;4;160000;640000;App
232;30/06/2024;1148;Escritorio;Oficina;Pereira;5;900000;4500000;Tienda
233;8/06/2024;1080;Silla;Oficina;Bogota;4;650000;2600000;Web
234;24/04/2024;1059;Monitor;Tecnología;Cali;3;850000;2550000;App
235;20/10/2024;1288;Mouse;Tecnología;Pereira;5;90000;450000;Distribuidor
236;10/11/2024;1015;Bolígrafo;Papelería;Bogota;2;5000;10000;App
237;19/05/2024;1004;Audífonos;Tecnología;Cali;2;220000;440000;App
238;14/03/2024;1036;Mochila;Accesorios;Bucaramanga;2;160000;320000;Distribuidor
239;20/11/2024;1193;Laptop;Tecnología;Bogota;4;3200000;12800000;Web
240;20/08/2024;1160;Silla;Oficina;Medellin;3;650000;1950000;App
241;17/10/2024;1080;Mochila;Accesorios;Bogota;2;160000;320000;Tienda
242;12/11/2024;1140;Laptop;Tecnología;Bucaramanga;4;3200000;12800000;Tienda
243;4/12/2024;1213;Escritorio;Oficina;Barranquilla;3;900000;2700000;Distribuidor
244;20/04/2024;1221;Bolígrafo;Papelería;Bogota;1;5000;5000;App
245;25/05/2024;1024;Mochila;Accesorios;Barranquilla;2;160000;320000;App
246;21/07/2024;1105;Mochila;Accesorios;Bogota;3;160000;480000;Tienda
247;18/04/2024;1149;Teclado;Tecnología;Pereira;3;180000;540000;App
248;2/03/2024;1090;Laptop;Tecnología;Barranquilla;2;3200000;6400000;Distribuidor
249;13/07/2024;1257;Bolígrafo;Papelería;Bucaramanga;5;5000;25000;Web
250;8/12/2024;1022;Silla;Oficina;Bogota;4;650000;2600000;Distribuidor
251;10/01/2024;1295;Cuaderno;Papelería;Bogota;4;18000;72000;App
252;20/10/2024;1149;Escritorio;Oficina;Bucaramanga;1;900000;900000;Distribuidor
253;26/07/2024;1236;Laptop;Tecnología;Cali;3;3200000;9600000;Web
254;15/02/2024;1125;Escritorio;Oficina;Pereira;4;900000;3600000;Tienda
255;28/10/2024;1203;Escritorio;Oficina;Cartagena;3;900000;2700000;Tienda
256;22/06/2024;1040;Mouse;Tecnología;Cali;5;90000;450000;Web
257;20/11/2024;1179;Monitor;Tecnología;Cartagena;3;850000;2550000;Web
258;26/11/2024;1075;Teclado;Tecnología;Medellin;3;180000;540000;Tienda
259;11/04/2024;1039;Teclado;Tecnología;Cartagena;2;180000;360000;Web
260;17/11/2024;1290;Cuaderno;Papelería;Barranquilla;5;18000;90000;Distribuidor
261;14/06/2024;1035;Silla;Oficina;Medellin;4;650000;2600000;Distribuidor
262;14/08/2024;1029;Audífonos;Tecnología;Pereira;3;220000;660000;App
263;16/09/2024;1232;Monitor;Tecnología;Cali;1;850000;850000;Distribuidor
264;30/01/2024;1040;Silla;Oficina;Pereira;1;650000;650000;App
265;10/11/2024;1237;Mochila;Accesorios;Cartagena;5;160000;800000;Distribuidor
266;10/10/2024;1165;Laptop;Tecnología;Barranquilla;5;3200000;16000000;Web
267;31/08/2024;1231;Bolígrafo;Papelería;Medellin;1;5000;5000;Tienda
268;24/06/2024;1021;Monitor;Tecnología;Cartagena;2;850000;1700000;Web
269;28/12/2024;1187;Cuaderno;Papelería;Barranquilla;3;18000;54000;Web
270;24/05/2024;1027;Escritorio;Oficina;Barranquilla;3;900000;2700000;App
271;3/02/2024;1146;Silla;Oficina;Bogota;3;650000;1950000;Distribuidor
272;2/12/2024;1171;Mochila;Accesorios;Pereira;1;160000;160000;Web
273;25/10/2024;1201;Teclado;Tecnología;Cali;2;180000;360000;App
274;31/10/2024;1169;Monitor;Tecnología;Cali;2;850000;1700000;Distribuidor
275;9/12/2024;1261;Bolígrafo;Papelería;Bogota;3;5000;15000;Distribuidor
276;10/01/2024;1110;Silla;Oficina;Cali;3;650000;1950000;Web
277;5/09/2024;1080;Mouse;Tecnología;Medellin;1;90000;90000;Web
278;31/05/2024;1173;Monitor;Tecnología;Cartagena;5;850000;4250000;Tienda
279;8/03/2024;1084;Mochila;Accesorios;Barranquilla;2;160000;320000;Web
280;20/12/2024;1225;Mochila;Accesorios;Pereira;1;160000;160000;Web
281;29/07/2024;1228;Silla;Oficina;Bucaramanga;5;650000;3250000;Web
282;25/05/2024;1159;Cuaderno;Papelería;Medellin;4;18000;72000;Web
283;9/04/2024;1237;Silla;Oficina;Bucaramanga;3;650000;1950000;Distribuidor
284;14/07/2024;1083;Bolígrafo;Papelería;Cartagena;2;5000;10000;Distribuidor
285;5/11/2024;1027;Teclado;Tecnología;Pereira;4;180000;720000;App
286;9/07/2024;1146;Bolígrafo;Papelería;Bogota;1;5000;5000;Tienda
287;23/03/2024;1224;Audífonos;Tecnología;Barranquilla;1;220000;220000;Web
288;23/04/2024;1213;Cuaderno;Papelería;Cali;1;18000;18000;Tienda
289;21/07/2024;1198;Bolígrafo;Papelería;Cali;1;5000;5000;Web
290;10/07/2024;1051;Mouse;Tecnología;Bogota;3;90000;270000;App
291;15/03/2024;1242;Teclado;Tecnología;Bogota;2;180000;360000;App
292;27/12/2024;1041;Cuaderno;Papelería;Barranquilla;1;18000;18000;Tienda
293;11/05/2024;1281;Mouse;Tecnología;Pereira;5;90000;450000;Web
294;27/09/2024;1122;Escritorio;Oficina;Bogota;3;900000;2700000;App
295;3/03/2024;1235;Laptop;Tecnología;Medellin;1;3200000;3200000;Distribuidor
296;26/02/2024;1264;Cuaderno;Papelería;Cartagena;5;18000;90000;Tienda
297;3/05/2024;1001;Teclado;Tecnología;Cali;5;180000;900000;Distribuidor
298;29/06/2024;1096;Mouse;Tecnología;Cartagena;1;90000;90000;Distribuidor
299;25/09/2024;1200;Silla;Oficina;Bogota;4;650000;2600000;Tienda
300;23/01/2024;1009;Escritorio;Oficina;Cali;3;900000;2700000;App
301;4/02/2024;1298;Silla;Oficina;Medellin;3;650000;1950000;Tienda
302;9/03/2024;1090;Laptop;Tecnología;Cali;4;3200000;12800000;App
303;22/12/2024;1070;Cuaderno;Papelería;Bucaramanga;1;18000;18000;Web
304;22/08/2024;1023;Laptop;Tecnología;Cali;2;3200000;6400000;Web
305;22/01/2024;1279;Silla;Oficina;Cali;4;650000;2600000;Distribuidor
306;9/05/2024;1147;Laptop;Tecnología;Pereira;3;3200000;9600000;Web
307;25/01/2024;1189;Silla;Oficina;Cali;4;650000;2600000;Tienda
308;23/07/2024;1096;Cuaderno;Papelería;Barranquilla;4;18000;72000;App
309;20/12/2024;1043;Cuaderno;Papelería;Cali;4;18000;72000;App
310;10/02/2024;1280;Escritorio;Oficina;Cartagena;3;900000;2700000;Web
311;13/06/2024;1152;Monitor;Tecnología;Bogota;3;850000;2550000;App
312;16/08/2024;1086;Mochila;Accesorios;Bucaramanga;4;160000;640000;Distribuidor
313;28/06/2024;1223;Cuaderno;Papelería;Bogota;3;18000;54000;App
314;23/11/2024;1187;Laptop;Tecnología;Bogota;5;3200000;16000000;Distribuidor
315;13/12/2024;1225;Teclado;Tecnología;Bogota;1;180000;180000;Web
316;5/03/2024;1186;Monitor;Tecnología;Medellin;4;850000;3400000;App
317;17/10/2024;1231;Laptop;Tecnología;Cartagena;3;3200000;9600000;Web
318;9/07/2024;1294;Cuaderno;Papelería;Pereira;2;18000;36000;Tienda
319;28/09/2024;1143;Silla;Oficina;Barranquilla;2;650000;1300000;App
320;28/02/2024;1256;Laptop;Tecnología;Bucaramanga;5;3200000;16000000;Web
321;17/07/2024;1134;Bolígrafo;Papelería;Bogota;4;5000;20000;App
322;19/04/2024;1103;Mochila;Accesorios;Cali;1;160000;160000;Distribuidor
323;10/03/2024;1228;Monitor;Tecnología;Barranquilla;1;850000;850000;Web
324;15/12/2024;1034;Silla;Oficina;Bucaramanga;5;650000;3250000;App
325;4/10/2024;1090;Audífonos;Tecnología;Cali;3;220000;660000;Web
326;17/09/2024;1072;Mouse;Tecnología;Bogota;2;90000;180000;Web
327;9/09/2024;1240;Laptop;Tecnología;Cali;5;3200000;16000000;App
328;7/03/2024;1159;Mochila;Accesorios;Bogota;4;160000;640000;Tienda
329;2/09/2024;1295;Bolígrafo;Papelería;Barranquilla;1;5000;5000;Distribuidor
330;5/03/2024;1231;Silla;Oficina;Bucaramanga;4;650000;2600000;Tienda
331;14/12/2024;1283;Bolígrafo;Papelería;Cali;5;5000;25000;Web
332;3/04/2024;1064;Teclado;Tecnología;Barranquilla;5;180000;900000;Tienda
333;19/03/2024;1166;Audífonos;Tecnología;Medellin;2;220000;440000;Web
334;26/06/2024;1129;Bolígrafo;Papelería;Cali;2;5000;10000;Tienda
